title,body,rating,review_id,sentiment_label,sentiment_score,positive_score,neutral_score,negative_score,compound_score,topic_id,review_length,is_negative,is_positive
Wyze vs Arlo Pro,"I have used Arlo Pro for a few years and recently bought a Wyze Cam 2 and Wyze Cam Pan for additional home surveillance. There are many reviews on Wyze Cam 2 and I am not going to repeat those. To be fair, a sound and reliable home surveillance camera system requires uninterrupted power supply to all the cameras, routers and internet services, 24/7 cloud based storage and cameras not be stolen easily. Missing any of the above would make the surveillance system vulnerable. Wyze Cam is for indoors use only but there are many third party outfits for Wyze Cam to be used in outdoors. Arlo Pro is rated for both indoors and outdoors use, however. It's amazing Wyze Cam could pack so many features into a small package with such an affordable price. An Arlo Pro 2 could deliver 1080p quality but costs almost 10 times as much as a Wyze Cam 2. The battery in Arlo Pro lasts for ages while Wyze Cam needs to hard wired. Both cameras can be stolen easily even with screws to the back of an Arlo unless they are mounted in some unreachable places in a home. Most importantly, the major limitation of Wyze Cam 2 is the short event recording and a 5 minute time-out in between recordings. Arlo Pro allows recording up to 2 minutes and virtually no time-out in between recordings. The Arlo app is probably more functional and mature and allow more customization in recording schedule. Both permit limited free Cloud based storage but Arlo has the option of purchasing 24/7 recording for a pretty steep price and Arlo Pro needs to be hard wired to do the above. Adding a SD card in Wyze Cam 2 would allow continuous HD recording of about 2 days and longer for lower definition recording but not 2/7 for sure. If you want a serious home security camera system, Arlo Pro would be a better option though you need to pay for it.",3,129,neutral,0.6934294104576111,0.17204996943473816,0.6934294104576111,0.13452064990997314,0.0375,7,1816,0,0
Cameras do not continuously stream.,"If you’re thinking of buying one of these cameras to use with an Amazon Echo Show/Amazon Echo Spot you should know that the Wyze cameras have wonderful picture & sound, BUT they only work for less than ten minutes at a time on the Show & Spot. After about ten minutes, the cameras shut off and you have to request that the camera be viewed again. It’s incredibly annoying if you’re attempting to use these cameras to monitor things like your child’s playroom or especially the nursery. We had to return these otherwise great cameras simply because they won’t stay connected to the Amazon products they’re supposed to work with. They are listed on here as a product which “works with the Amazon Echo Show/Spot” but it would be really nice if it specified “works for less than ten minutes”. This would have saved us a lot of trouble in calling tech support through Amazon & Wyze simply to find that Amazon has set this timer with the Wyze cameras. We ended up having to buy the Amazon Cloud Cam for about $80 more per camera because they continue to stream live until you tell the Show/Spot to stop. Obviously, this is so that you will buy Amazon’s camera instead of Wyze’s camera, and we understand that, but it should really say somewhere that it doesn’t work for very long. Hopefully, this review helps save someone the hassle of buying multiple cameras. The Wyze camera does work great through the Wyze app, but it still shuts off on its own at some undetermined amount of time (usually a few hours) on both Android products and Apple, so if you need continuous streaming, like we do, these cameras don’t seem to be the best for that. Also, they make you pay for shipping in order to send the Wyze cameras back for a refund, so that’s not great customer service in my opinion.",3,130,neutral,0.5008060932159424,0.15271618962287903,0.5008060932159424,0.3464777171611786,-0.1938,5,1778,0,0
No apple TV app for it,"I really wanted to give this 5 stars all around but.....PROSInexpensive in comparison to othersFairly easy to set up. Needed to watch a youtube video then I was good to go. Didn't realize at first that the base is already attachedGood for indoor useIf pointed outside, would probably capture a picture of a mischief maker but don't rely on it as your only security have back up security in your homeFun to play around with at firstCONSNo apple TV app-Big con for meDoes not rotate 360 degrees. Would have liked a few more degrees than it currently allows. The base will stop it in certain orientationsSlight lag and pixelation when viewing on iphonePicks up tree motion even when setting is adjusted, which is annoyingThinks my cats and chickens are ""people""I set up the camera pointed towards the outside but it does not pick up anything at night, just the reflections in the window including itselfThe audio was just weird noise. Maybe it was interpreting my air conditioner sound oddly? I turned that function offNeeds a memory card or you will go crazy looking at the tree alerts all dayDon't expect it to be your home security, that you will see a bad guy and be able to call the cops. It doesn't always alert you. For example the picture clearly shows my driveway but when I drove my car out of the garage, it did not alert meThese cameras would be great for monitoring inside the house and okay for daytime monitoring of the outside especially for the price, which is great. I would consider purchasing more and maybe trying one of the third party covers to make it an outside camera and give that a try for improving night time viewing",3,131,positive,0.5596175193786621,0.5596175193786621,0.32258352637290955,0.11779897660017014,0.4418,5,1643,0,1
Scary User Agreement,"I am giving it three stars because I never really got to use the camera so I can't say anything good or bad about the camera except for the user agreement. You need a verification code to create an account. After numerous attempts, one was never delivered to my email. Email is working fine with everything being delivered. And yes, I did check spam folder.I am one of the few people that actually reads terms and conditions. A couple of reviewers mentioned they ended up with burnt SD cards and posted photos. There is a photo of an AC adapter that came apart creating a shock hazard. Under the terms and conditions, you are responsible for any liability created by the product. If the camera or AC adapter catches on fire and burns your house down, your insurance company would pay to rebuild it. They would also look to Wyze to reimburse them because their product caused the fire. But wait, you just agreed to cover all of Wyse's costs including legal fees. There is room for discussion here so it would be interesting to see how all that plays out. But take it one step further. Your house is on fire and damages your neighbor's house. His insurance company would expect your insurance to cover their loss. Your insurance would look to Wyze to recover damages. But wait, you agreed to cover all damages and legal fees that Wyze would have incurred. The first fire scenario you would probably come out OK, but in the second, you may well end up paying for you neighbor's loss out of your own pocket. Admitted the chances of this happening may be slim by I have seen enough electrical fires to make me wary. The label on the camera says to use only the supplied wall plug. At least it is UL listed",3,132,neutral,0.4237121045589447,0.3350161015987396,0.4237121045589447,0.2412717491388321,0.0937,7,1700,0,0
Mixed feelings about this,"I may buy more of this item for additional rooms and for family that I am setting up home automation and security for, but am evaluating other cameras first.The good- Good motion detection- Good image- Acceptable setup, should work to make easier though- Small package, good for being inconspicuousThe Bad- I dont want my video going to the cloud. I have my own NVR and have this coupled with home automation system. But WYZE doesn't seem to provide a way to prevent video from being sent to cloud and specifically to their cloud. I am still working this issue, but it will be enough to prevent future purchase if I cant resolve and prevent cloud upload.- The power cable is too short. Its long, but it is not long enough to plug into normal wall outlet and to place camera just below ceiling. Its about 1 foot short. And that is if yiu go straight up. In my home though, I have an outlet withing first 3 feet of a wall, and I want the camera to be placed in the corner of the ceiling and walls. The provided cable needs to be about 6 feel longer to accomplish this for my 8 foot ceilings, but my main floor has 10 foot ceilings so 8 foot would be better. I can manage with an extensuin cord, but a longer cable would be nice.- Setup is a bit of a pain. I dony like the setup on any of the wireless IP cameras, but found other brands a bit easier to set up. I have a gopro sports camera that is set up the same way. Just configured it this weekend on a new phone. Much easier. Wyze could learn a little by studying gopros setup.All in all, if I can resolve the stream to cloud issue, I will buy more of these.",3,133,neutral,0.6020349264144897,0.3523833453655243,0.6020349264144897,0.04558170214295387,0.3068,7,1609,0,0
Card slots no good,"I bought two of these cameras and used them for one full day. I was highly impressed. For the price I paid, I feel like it was a steal!! It was very easy to set up the cameras on the app. You have to know your home Wi-Fi password for your camera to connect to Wi-Fi. It allows you to check the cameras anywhere where you have cell phone service. Also, you can actually turn the sound on and off, and you can speak through it. For instance, I was at a restaurant last night and told my dogs we would be home soon. They heard it very well, clear in the other part of the house because they came running into the living room. You can also take pictures and playback. I am surprised that I paid so little. Definitely worth buying if you want to check on your pets throughout the day and do not want to spend a lot of money. I recommend buying a couple. Side note: The camera does not pan and you have to plug it in to an outlet.However, on the downside, I tried to insert micro sd cards according to the specifications, so yes, I got the type of micro sd card that they say to get. I did not buy the wyze cam cards, I got the Sandisk. Doesn’t work. Not one bit. I tried several times, and the cards do not click in place and click out of place so that you can easily insert or remove it. I had to unscrew the backs to get the cards out. And again, they didn’t work. So 👎🏻👎🏻. I can only see in real time what is happening, and can’t record any of it. I refuse to buy the Wyze cam brand after all of that trouble. It was a five-star review; now it is a 3 star. I can still turn on my app and see what is happening at home in those particular spots, but I can’t rewind.",3,134,positive,0.9648941159248352,0.9648941159248352,0.031197451055049896,0.003908430691808462,0.961,7,1662,0,1
Misses a lot but still nifty,"UPDATE: For unknown reasons, the settings on the app will change themselves. It will set a time range for recording events, so event recording will be turned off. I've had events disappear without me deleting them. Again, for the price, they are neat little cameras. But I wouldn't rely on them as a reliable security system.I bought this more for fun than for security, thankfully. But I've had it about a week and I notice it misses a lot. We have it set up through a window recording our front walk and driveway. It will catch cars coming and going, but will miss someone walking right in front of the camera. Like when my hubby leaves for work, it doesn't always catch him walking directly in front of the camera to get to his car but it will record an ""event"" when he backs up to leave. We've tried turning up the sensitivity but then we get every bird and bunny that flitters by. It also doesn't record what it shows on the screen. For example, I got a package delivered and it recorded the event of the car driving in and I got notification while the car was still there. So, I hit the ""record"" button hoping to catch video of the driver but when I reviewed what was recorded, it was only 4 seconds of the car backing up. I never saw the driver walk past the camera, either coming or leaving. Some of that may be our ISP as we don't have the fastest internet because we live in the sticks but I might try an SD card. Although, I don't know if you get notification if it is continuously recording on the card. It still has a pretty decent picture, especially for the price. I am still thinking of getting a couple more for around the house.",3,135,negative,0.4850940406322479,0.033520184457302094,0.4813857078552246,0.4850940406322479,-0.4516,4,1646,1,0
Do not scale well,"I have a total of 12 cameras around the office and inside the assembly equipment. Although they are extremely easy to set up they perform more poorly the more there are. Other than the limitation of only connecting to a 2G wireless network they connect very easily. The streaming rate is pretty poor so HD is not really possible even though there is a setting that makes it appear like a feature. Even the SD & 360p are very choppy, but sharing the cameras with others is super easy.It is pretty amazing that for $25, I can hear and speak through the camera. The app is very underdeveloped so managing more than a couple cameras is clunky. Switching form one camera to the next requires reducing the camera from landscape to portrait, then backing up to the camera list, rotating your device to portrait, scrolling and selecting the next camera then tapping the expand icon in the corner of the video, then rotating your device to landscape. It does take longer than I expected to connect to the camera and start streaming video, which also detracts from having more than a couple cameras.The hack in December exposed the significant security issues with them, so if security concerns you it is probably best to stay away from Wyze.I would suspect the company is making millions from these low cost cameras, I can not wrap my head around why the app is still garbage. Sure hope they figure it out sooner rather than later.A landscape thumbnail page for cameras instead of the longer and longer list that I have to scrollAuto-rotate the video when I rotate my device, seriously how is this not already there?",3,136,negative,0.5586998462677002,0.08454295247793198,0.35675716400146484,0.5586998462677002,-0.4742,1,1607,1,0
Will not video through a window at night.  The Infrared bounces off the glass.,"The description makes it seem like it works at night BUT NOT OUT OF A WINDOW!! The infrared camera bounces off the glass at night, but not during the day. Who knew!? I bought it directly from Wyze, but used Amazon pay so they can verify this review is legit.Return policy says that unless it's broken, I can't return it. The only way to get to all the questions about this cam is to search through a long list of questions that I only found once I had an account and learned the camera wasn't &#34;seeing&#34; through the glass at night.I spent 3 hrs per 3 days trying to make this cam work, and it didn't monitor the driveway after dark? I felt cheated. Set-up is a little dicey, too. First time, it worked, but I did it in my livingroom because that's where the laptop is and I used the site as a point of reference. Then I unplugged it (Big Mistake) and brought it to the front bedroom where it would live. I could not get it to work. Would not connect. Contacted Support. 2 days later I get 2 emails. 2 answers. Today, I had time, so I tried again. Saw something in the email that I hadn't noticed before about creating a 2nd device. Ok, that worked. Then to mount it. And to find that when it gets dark, it sees its reflection in the glass and that's all.UPDATE: Wyze initially suggested an IR Blaster and I considered that, but upon further investigation, they said they hadn't had much luck making that work, so they are refunding my money. I was not expecting that. It's true I didn't even know the questions to ask about Infrared/barriers/glass/night, but it's nice of them to do that.",3,137,negative,0.5739184021949768,0.03836400806903839,0.38771751523017883,0.5739184021949768,-0.5356,1,1594,1,0
Decent hardware crippled by horrendous Android software,"Everything should be prefaced with a ""okay for the price"" warning. That said...I'm in the ""internet business"" and have a corresponding wired and wireless network here.We are experimenting with inexpensive cameras to recommend to people for inexpensive basic security surveillance in their homes. The Wyze seemed to fit the bill despite not having a web interface available.We had some issues connecting the camera to the wi-fi network, but it wasn't anything too difficult. Once we moved the camera further from the access point, it got squirrelly. The Wyze cam was in a position closer to the wireless access point than two D-Link cameras, and it wouldn't maintain a solid connection at first. It isn't terrible now, but I have turned the video quality down to 360p.I installed the Android application on my phone, set up my account, added the camera. None of that was difficult. The app, however, is so poorly written that it appears to freeze when selecting almost ANY function. It's essentially unusable in it's current form as of March 21, 2019. My advice is to avoid this camera if you use Android OR be prepared to return the equipment if the software isn't corrected by the time you try it.I tried the iOS app on an iPad and the difference is notable. The iPad app isn't great, but it certainly is an acceptable experience given the wealth of recording options and the price of the clip storage and hardware. If you are a strictly Apple person, this could be a good thing for you.We don't have an Amazon device with a screen, so couldn't try the integration with ""Alexa"" or Amazon TV.",3,138,neutral,0.7706844806671143,0.15243491530418396,0.7706844806671143,0.07688061147928238,0.0756,7,1592,0,0
Cute camera. Long load time. Not for heavy use.,"I ordered those because they came highly recommended. They are a great design, easy to set up, the app is pretty straight forward as well. However, my connection is not great. I have awesome WiFi, I pay extra so that my teenagers can play their games and my husband can watch his TV and all my younger kiddos can play and watch their tablets. I have a ring doorbell that streams flawlessly, and a solar powered camera outside that has no connection issues. However, when I open this app I have to click on the room, click on the screen and wait for it to load. After awhile it just stops streaming and it very lagging. I do not feel super comfortable with these cameras as a way to monitor my kids while there is a sitter in the house. After reading another review about getting the motion sensors saying they were not setting the camera on to record (dispute attempting to trouble shoot) I have decided to not move forward with other Wyze products.Like I said, these cameras came highly recommended, but as some one else reviewed, they are NOT a dependable security method. I use them to check up on my kids from time to time. But I feel like I would just go ahead and spend the money on a beefed up security option so I am not using three to five different apps for different security devices that can connect with Alexa or google, or wasting to much of my time waiting for things to boot up.Cute camera. Easy set up. Decent picture when working properly. I really wanted to love it. I give it four stars for an “affordable camera”. 2 stars for “security camera”",3,139,positive,0.7318488359451294,0.7318488359451294,0.20462876558303833,0.0635223388671875,0.6683,7,1564,0,1
"Great Cheap Camera, But Not the Best","Pros:1. Affordable alternative to expensive IP cameras2. Clear picture quality, even in SD3. Wide angle view; no remote panning required4. One or Two-way audio options5. Multiple-angle configuration6. Real-time, live feed7. Will accept non-Fat32 formatted 64 GB micro-SD cards, not just the 32 GB7. Did I mention how affordable this is?!Cons:1. Constantly disconnects from home network and smartphone2. Only 12 seconds worth of recording at a time, not 10-15 seconds, just 12 only3. Only one admin account; others only get shared/view-only option4. Relies on 2.4 gigahertz, not fully supported on 5 gigahertz home WiFi5. Built for indoor use only6. See numbers 1 and 2, very annoying &#62;:/Bottom line:I would recommend this as a cheap alternative to the more expensive IP cameras out in the market. If you're willing to put up with the sporadic disconnection and setting up the app on your phone again, then this is definitely for you. For the money it is definitely worth it, but I would not rely on this as your primary home security system camera, because you either get way too many notifications or not enough. Again, the 12-second recordings are just way too short to get a complete picture of how events end.The best use of this camera is to view your dogs and other pets at home or to keep tab on visitors inside the house. Again, not recommended for security use, which Wyze never claimed it was for.",3,140,neutral,0.6188213229179382,0.33241814374923706,0.6188213229179382,0.048760589212179184,0.2837,7,1411,0,0
Set up took days.,"Bought from Wyze directly January 17 (when they had inventory) Shipped January 18th. Arrived January 23rd. Set up attempt failures Jan 25th & 26th Contacted support January 27th. No response since. I guess it's going back.For context I used to run 3 x Foscams, then moved to 3 x Dahuas POE fixed dome hanging off a Synology NAS Surveillance Station. These were to have replaced 2x Flir Secure Cams. I have a google wifi router, 150 down / 15 up ISP. So I'm not a complete newb. However set up can't complete after it scans the QR code. And the problem with problems is then you start googling. So this camera is a Xiaomi. And some people are flashing them due to curious web services used. Your mileage may vary.**** Feb 4 Update ***I finally received an email from support which didn't suggest anything different from the FAQ nor support pages. I figured one more attempt at set up. No luck first time . Another attempt got distracted so I accidentally did an overnight power cycle. Next morning I was shocked with set up completed. Firmware upgraded. Now it works so I've adjusted to 3 stars. It will go to 4 stars if it's reliable.So far: Image is pretty good, compares favourably with much pricier Flir. No disconnects. Alerts doesn't let you define more than between hours and doesn't distinguish between week days + weekend. Motion doesn't let you define zones. Motion doesn't distinguish between people, pets and the ever annoying shadows.",3,141,neutral,0.6276599168777466,0.025105534121394157,0.6276599168777466,0.3472345471382141,-0.3221,7,1446,0,0
Not ready for prime time,"I bought 2 of these wi-fi cameras directly from Wyze back before Christmas, and have been struggling with them since. Some days one camera will connect to my I-Pad and the other will not. Next day things are reversed; other camera connects and first one will not. Very unreliable. Certainly not for security, and maybe not even for baby monitoring (can't see live view if you can't connect to camera). Pretty sure the problem is not my wi-fi. Wyze recently updated the App for I-pad, and now things are even worse. When I am able to connect with either camera, I only get updated video evey 3 seconds rather than continuous like live view is supposed to do. Then after a few minutes the &#34;live view&#34; freezes and stops working.I do like the micro-SD card in camera, so it can record even if wi-fi and/or internet is lost. Only wish the App would allow me to view it later.Update:Just bought my 4th Wyze cam, and changed review from 2 to 3 stars. Product slowly getting better, but still has some issues. For the price, it can't be beat, but still not suitable for serious security monitoring. The V2 model is better than the older V1, but good luck trying to view recorded video on microSD card thru the camera and App. Resolution is very good, but shutter speed too slow. When a person walks past at normal pace, face is blurred because of slow shutter speed, so police have no way to identify ... unless bad guy stops and looks at camera for a second or two.",3,142,negative,0.8165116310119629,0.013270879164338112,0.17021749913692474,0.8165116310119629,-0.8032,7,1466,1,0
They charge you for person detect now,"Don’t get me wrong I love these cameras. I have them in my house to watch my dogs and see who peed on the floor after just letting them out. I also snoop on others....I’m terrible. The cameras are in sight don’t worry and in the living room so I’m not watching anyone inappropriately. Just watching them leave their trash on the couch or seeing who’s been eating my candy. The only issue I have with these cameras are the person detector. When I bought these cameras that was a free feature. Then they took that away from me after having it for four months. Now you have to pay. Money grabbing company is what they are. Another issue is it does not pick up everything. I can stand right infront of the camera and move my arms and it won’t catch it. It picks and chooses. Or when I’m on live video and I’m listening to someone talk it cuts out every 5 seconds. I’ll try to talk to someone on the camera to see if we need anything and I won’t hear half of what they say. My last complaint is the pop ups on the app to submit a video to the company to see if the cameras are working well, but I never want to because it’s a video of my own home. It’s not like they check up on you when you report a video to them because I have accidentally done that on at least two occasions. It’s annoying. Honestly I would stay away from this camera if you are wanting person detect. That’s the reason I bought this camera in the first place, but other than that you get what you paid for.",3,143,positive,0.4649641513824463,0.4649641513824463,0.323134183883667,0.2119017243385315,0.2531,1,1473,0,1
Firmware fail results in 4 hour setup,"Bought this camera as a gift for my 60+ year old parents so they could keep an eye on their place while they're gone. Coworkers recommended these as a great starting point so I bought one to start to make sure it functioned we'll before committing to more.Everything started off great with a super simple setup. Upon getting setup my dad was prompted in the app to update the firmware. With a click of the button he was good to go... nice, right?! Nope! The updated firmware effective killed triggered event recordings, cloud recordings, and sd card recordings. The only thing that seemed to work was the live stream. So, after 3 hours of reformatting the wyze SD card and troubleshooting their network I stumbled across a post on the community board stating the most recent firmware was causing issues for the user that we're similar to mine. So, after another 30 minutes of manually flashing the previous firmware to the camera, everything worked perfectly. I find it disappointing that such an unstable firmware was released and that what seemed like a super easy setup turned into a 4 hour troubleshooting nightmare. I use a much more expensive camera setup from a competitor on my house and was considering switching over since I could add more cameras on the cheap. After this experience I'm not sure that switch will be happening.Ratings:Physical hardware quality: 4/5Firmware: 1/5iOS/Android App functionality: 4/5",3,144,positive,0.7022672295570374,0.7022672295570374,0.2804183065891266,0.017314473167061806,0.685,7,1422,0,1
Great camera when it works,"I have 3 identical wyze cameras. I and other persons invited to view them have had intermittent success getting them to connect. One camera reliably connects to the House WiFi, one connects most of the time, and one connects rarely (it works after unplug and plug reboot). All three are not very far from the WiFi router. As I am normally hundreds of miles from the house that we are monitoring, the unplug/replug power reboot suggested by Wyze is not an option for people using them to monitor cabins, second homes, or primary homes when away for extended periods.I can find no apparent cause (WiFi interference, router, etc.) on the user end. I have used the most reliable camera in two different houses with different routers, cable providers, etc with no difference in performance.Assuming the root problem is not a quality control problem (i.e. some cameras are “lemons”), I am hoping Wyze will correct the problems through software upgrades including ability for users to remote command reboot or to set the cameras to reboot on a regular schedule.Otherwise the cameras provide good video (including night vision), zoom, and audio, were easy to set up, and have good features. User can control the features via the wyze app (if the camera is connected).When they connect, these cameras are great and an excellent value. My 3 of 5 overall score is only because of the connection issues.",3,145,neutral,0.7687710523605347,0.1659647524356842,0.7687710523605347,0.06526429206132889,0.1007,7,1391,0,0
Almost perfect,"If I were single, I would give it a 5 star rating, however there are a few flaws that need to be addressed via software updates.Pros:- Very good picture/sound recording/streaming quality- Ability to have local storage via micro sd card and recordings will automatically delete once the local storage is full- Can view the live stream on an echo show- Easy app set-up and wall-mounting optionsCons:- When sharing the cam, the other user cannot view past timelines-- they can only view live stream and recorded events. This is bad for needing to see what happened at a certain time of day that wasn't triggered by sound or motion. The only fix for this currently is one login for multiple users. NOT IDEAL.- Can schedule events to be recorded between time duration, but cannot pick which days it applies to-- it just does it everyday.- For the Android app, it appears that the Motion/Sound Sensitivity settings revert back to 50% no matter how many times you change it. I've submitted help tickets to Wyze and no responses. My wife's Apple phone however made the change to desired sensitivity and the change has seemed to have stuck....TBDConclusionGreat camera for price. But if it weren't for the integration with the echo show and the magnetic base for wall-mounting, I would've stuck with the YI camera as it addresses those cons.",3,146,neutral,0.4457321763038635,0.4401581585407257,0.4457321763038635,0.11410962790250778,0.326,6,1332,0,0
"Unbeatable price, but not so good as it looks.","The build quality of this device is fantastic and the price is unbeatable, but I've had two major issues so far after several weeks of continuous use:1. The detection sensor doesn't work so fine as it should and it advertised. I've adjusted the sensibility several times and still doesn't catch some major movements in front of it. Hard to believe but it happens to me. How do I know?? Well, I own two cameras, one of them pointing out towards my garage exit. I leave to and come back from work everyday at the same hours. When I review the events from the camera it only has recorded some of the days, not all. I don't know what else should I do, but is hard to believe that a car moving right in front of the camera is not recorded as an movement event. Don't know what to do about it.2. At least half of the times I try to connect to the cameras to see them ""live"" from my phone app the connection doesn't work. I'm not able to see them live 50% of the times I try to!! I don't know why, because the camera is working as it is recording events because when I'm able to review them, but the ""live"" connection to them doesn't work as it should.I believe these are issue that can be corrected via software update, because to me they don't look to be a hardware issue, so hope to see those updates to improve the use of the cameras.Everything else is great for this price.",3,147,negative,0.4454575479030609,0.22942852973937988,0.3251139223575592,0.4454575479030609,-0.216,4,1371,1,0
Wyze Cam 1080p HD,"+1 - Item arrived on time, and not damaged+1 - Item is as described+1 - Item works as intended - mostlyThoughts: I needed some cams that were cheap, and set up quickly for an immediate requirement. These fit the bill, though I had never heard of them at the time. I dropped them on the DMZ, connected my device to the DMZ, set up the app and all was well. I liked it, used it for a couple of weeks and even recommended them to some friends. After a month, however, they became unstable and inaccessible through the app. So I installed TinyCam and everything was good - except for 2 way audio doesn't work through TinyCam. Over time, they did updates, patched the App, things got better in the App and usable again. Only thing I don't like about the App is the ""thumbnail"" view is not live - like it is in TinyCam. You have to go into each Cam to see live, which then you can't see what's going on in the other cams. For now I use TinyCam to monitor the feeds live, then if I need to talk on a cam I jump into the Wyze App and talk. Monitoring/Alerting is also good. Works pretty well. You might have to adjust the sensitivity as mine was picking up sun movement and shadows casted due to that. Overall, for the money, it's a lot of performance in a small package that only needs a power source. One other thing, these will NOT work on a 5Ghz band, only the 2.4Ghz band.",3,148,positive,0.5886058211326599,0.5886058211326599,0.3901798129081726,0.021214356645941734,0.5674,7,1369,0,1
Grossly overrated system,"Wyze's huge limitations make its cameras less than a great deal.Setup was easy, but beyond that these cameras aren't impressive.A big problem - shared with many such cameras - is that Wyze cams only work with an app. No app, no camera use. I got it to work with a couple of third-part apps such as TinyCamPro, but it's still necessary to log into your account and pass all your data through Wyze to see any video. I had hoped to use some obsolete Android tablets as dedicated Wyze cam monitors, but the delay is too huge. Twenty-two seconds pass before I see motion on the old tablets. With newer Android devices, Wyze lag is less than three seconds. However, with a Victure IP camera, there is very little lag with the old tablets (I did not try the experimental firmware Wyze offers that allows some other kind of connectivity).The Wyze video frame rate is awful. It appears to be around ten frames per second. It looks more like a slide show than video. Image quality is okay.None of these WiFi cameras in my experience are as dependable as wired cameras with security DVRs, offered from many sellers here at Amazon. They record to a hard drive and they're technically rock sold - but of course you have to run wires EVERYWHERE. However, per camera, the price isn't that much higher than Wyze cams and similar WiFi models.",3,149,negative,0.835910975933075,0.015082832425832748,0.1490061730146408,0.835910975933075,-0.8208,7,1325,1,0
A great camera,"I had originally reviewed this camera a couple of months ago with 5 stars, but given the recent & repeated problems connecting to one of my cameras and issues with Wyze Cam 'servers' I am dropping to 4 stars. Maybe Wyze has been cranking out so many new products lately, that they can not keep up with the support of infrastructure and/or existing hardware. Whatever it is, reliability needs to improve. My original review follows...I bought 2 of the Wyze Cams in February 2019 to supplement my 4 Arlo cameras that I have owned for several years. Here are some of the things that I like about the Wyze Cam… First the price, which is ‘wow’ this is a fantastic camera for $25! To add just 1 Arlo to my existing 4 cameras would set me back $150, or the same price as 6 Wyze Cams. The packaging is well done and minimalistic. Setting up the camera was 4 easy steps that took about 5 minutes, very simple. The camera articulates nicely on its base so that I can mount the base, which is also magnetic, and get the camera pointing in the desired direction. The app works well on my iPhone with no issues. The wifi range seems adequate and compares well to the Arlo. You can shut off the IR light through the software, which helps when looking out a window at night to eliminate reflection. Motion detection and notification seems to work better than my Arlo cameras. My Arlos frequently trigger recording after an object has moved past the frame, completely missing the action, and I have yet to see the Wyze Cam do the same. Picture quality is excellent and with a SD card they store several days of continuous video. The software/firmware stability is so-far flawless and surpasses my experience with several painful Arlo updates and software flaws in the early days. Construction looks and feels solid, however the Arlos win on construction as they are weather proof and they have survived several years of outdoor use for me.Here are some things that would improve the Wyze Cam.First and foremost I would like to see an application for my iMac that would allow me to see my cameras in the same way that I can see them with the iPhone app. Actually, a web based app would allow access anywhere, but raises some security concerns.A more revealing and complete explanation of some of the features of this camera would be appreciated. Wyze has a q&a section on their web page that does a pretty good job, but not everything is covered there. One question that I have not found an answer too is what, how, and where the images are stored. It’s not immediately clear what gets stored on the SD card and what goes to the internet. Although internet connectivity and storage is a concern, I also believe internet storage is a benefit, because a burglar could steal the camera and you will still have the video of the theft when stored remotely. Arlos store everything remotely as well, but provide a bit more control over remote storage.The power cord is bulky for such a tiny camera. I will be looking for different power supply options including battery and solar. Also a USB Light Bulb LampCharger like the one by NYCE Power also might come in handy for powering this camera.An outdoor version of this camera would be nice. I may try a DIY project to make it weather resistant as others have, because at $25 a camera why not? The Reolink Argus Pro w/ solar is another good out of the box option, but at a higher price.Improve the playback and editing of continuous video by adding a fast forward, video cutting and storage transfer. The software slider works well, but better tools for playback are needed.New buyers, maker sure you purchase a fast 16 or 32 gb SD card with this camera.Besides proven durability, the only major thing that Arlo has over the Wyze is outdoor use and 100% completely wireless operation, although the Arlo batteries are a bit of a hassle and expensive. I could buy a couple of Wyze Cams for what I pay in batteries for my Arlos each year. The bottom line is that the Wyze Cam an incredibly good investment.",4,150,negative,0.621913492679596,0.027187258005142212,0.35089921951293945,0.621913492679596,-0.5947,7,4028,1,0
